0.23;0.1;0.2;0.1;0.16;0.1;0.03;0.02
0.05;0.15;0.1;0.15;0.03;0.02;0.26;0.3
0.02;0.08;0.3;0.05;0.23;0.28;0.03;0.02
0.07;0.3;0.07;0.33;0.15;0.1;0.3;0.07
0.1;0.02;0.1;0.02;0.08;0.27;0.02;0.1
0.15;0.07;0.15;0.07;0.3;0.07;0.07;0.15
0.08;0.23;0.08;0.23;0.02;0.1;0.2;0.26
0.3;0.05;0;0.05;0.03;0.06;0.09;0.08
